;Unnamed: 0;numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;Unnamed: 59;formattedDate
143762;12876;7149;20160530090000;100900;60;1;330;5.900000;286.750000;286.250000;97;2550;61;6;6;100;8;150;mq;mq;mq;99830;mq;mq;130;mq;mq;mq;mq;mq;mq;mq;9.200000;10.500000;-10;2;0.000000;mq;mq;1.000000;3.200000;3.600000;10.900000;12.500000;mq;mq;mq;mq;7;mq;180;8;mq;300;mq;8;mq;mq;mq;mq;;2016-05-30 09:00:00
143819;12933;7149;20160530120000;100920;20;0;330;7.200000;286.850000;285.950000;94;4500;61;6;6;100;8;250;37;61;60;99850;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;11.800000;-10;mq;mq;mq;mq;mq;4.000000;7.000000;mq;mq;mq;mq;mq;mq;7;7;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-05-30 12:00:00
143875;12989;7149;20160530150000;100930;10;0;320;6.400000;286.150000;285.350000;95;4240;63;6;6;100;8;250;mq;mq;mq;99860;mq;mq;150;mq;mq;mq;mq;mq;mq;mq;11.100000;11.900000;-10;2;0.000000;mq;mq;1.800000;5.400000;9.300000;12.900000;21.800000;mq;mq;mq;mq;7;mq;270;7;mq;420;8;mq;630;mq;8;mq;;2016-05-30 15:00:00
143932;13046;7149;20160530180000;100960;30;3;330;5.700000;286.350000;285.450000;94;6000;61;6;6;100;8;250;37;61;60;99890;mq;mq;mq;285.750000;mq;286.950000;mq;mq;mq;mq;mq;11.800000;-10;mq;mq;mq;mq;mq;3.000000;mq;16.000000;mq;mq;mq;mq;mq;7;7;270;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-05-30 18:00:00
143985;13099;7149;20160530210000;100920;-40;8;320;4.900000;285.650000;285.050000;96;4010;61;6;6;100;8;250;37;mq;mq;99850;mq;mq;30;mq;mq;mq;mq;mq;mq;mq;7.300000;13.000000;-10;2;0.000000;0.000000;-30;3.200000;5.100000;8.500000;17.800000;28.700000;mq;mq;mq;mq;7;7;220;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-05-30 21:00:00
144041;13155;7149;20160531000000;100830;-90;8;320;5.700000;285.650000;285.050000;96;7060;61;6;6;100;8;250;37;mq;mq;99760;mq;mq;-40;mq;mq;mq;mq;mq;mq;mq;9.300000;9.800000;-10;2;0.000000;0.000000;-60;1.200000;3.200000;8.300000;17.100000;28.100000;mq;mq;mq;mq;7;7;260;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-05-31 00:00:00
144095;13209;7149;20160531030000;100760;-70;8;320;6.200000;285.350000;284.750000;96;8000;63;6;6;100;8;250;32;mq;mq;99690;mq;mq;-80;mq;mq;mq;mq;mq;mq;mq;11.500000;11.500000;-10;2;0.000000;0.000000;-30;3.200000;9.500000;12.700000;21.200000;34.100000;mq;mq;mq;mq;7;7;270;3;8;480;mq;mq;mq;mq;mq;mq;;2016-05-31 03:00:00
144151;13265;7149;20160531060000;100770;10;3;310;4.100000;285.450000;284.950000;97;3000;61;6;6;100;8;250;37;61;60;99700;mq;mq;mq;285.250000;mq;286.350000;mq;285.150000;mq;mq;mq;9.300000;-10;2;0.000000;mq;mq;mq;9.000000;mq;27.000000;42.400000;mq;mq;mq;mq;7;7;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-05-31 06:00:00
144206;13320;7149;20160531090000;100860;90;2;330;4.500000;285.950000;285.450000;97;3030;60;6;6;100;8;250;37;mq;mq;99790;mq;mq;-40;mq;mq;mq;mq;mq;mq;mq;6.800000;9.000000;-10;2;0.000000;0.000000;-30;2.200000;4.400000;13.100000;25.800000;43.600000;mq;mq;mq;mq;7;7;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-05-31 09:00:00
144264;13378;7149;20160531120000;100970;110;1;330;4.700000;286.350000;285.850000;97;4000;50;5;5;100;8;150;37;mq;mq;99900;mq;mq;50;mq;mq;mq;mq;mq;mq;mq;6.800000;7.500000;-10;2;0.000000;0.000000;-60;-0.100000;0.200000;4.600000;22.800000;39.900000;mq;mq;mq;mq;2;7;150;7;7;180;mq;mq;mq;mq;mq;mq;;2016-05-31 12:00:00
144322;13436;7149;20160531150000;101070;100;1;320;3.200000;286.950000;286.650000;98;2500;50;5;5;100;8;150;37;mq;mq;100000;mq;mq;140;mq;mq;mq;mq;mq;mq;mq;4.900000;6.600000;-10;1;0.000000;0.000000;-30;0.200000;0.400000;0.600000;13.700000;34.900000;mq;mq;mq;mq;7;7;130;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-05-31 15:00:00
144379;13493;7149;20160531180000;101180;110;3;330;5.100000;287.150000;286.650000;97;4000;51;5;5;100;8;150;37;mq;mq;100110;mq;mq;220;285.450000;mq;287.350000;mq;mq;mq;mq;8.000000;8.400000;-10;2;0.000000;0.000000;-60;-0.100000;0.400000;0.800000;5.400000;31.900000;mq;mq;mq;mq;7;7;160;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-05-31 18:00:00
144437;13551;7149;20160531210000;101350;170;3;330;3.400000;286.750000;286.450000;98;3280;51;5;5;100;8;150;37;mq;mq;100280;mq;mq;430;mq;mq;mq;mq;mq;mq;mq;5.400000;6.600000;-10;2;0.000000;0.000000;-30;0.200000;0.600000;1.000000;1.600000;27.400000;mq;mq;mq;mq;7;7;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-05-31 21:00:00
144493;10;7149;20160601000000;101440;90;1;350;2.700000;287.250000;287.050000;99;5070;20;5;2;100;8;150;37;mq;mq;100370;mq;mq;610;mq;mq;mq;mq;mq;mq;mq;4.100000;4.400000;-10;2;0.000000;0.000000;-60;0.200000;0.400000;1.000000;1.800000;24.600000;mq;mq;mq;mq;5;7;150;7;6;360;mq;mq;mq;mq;mq;mq;;2016-06-01 00:00:00
144549;66;7149;20160601030000;101500;60;2;360;3.100000;287.150000;286.850000;98;5070;3;2;2;100;8;150;37;mq;mq;100430;mq;mq;740;mq;mq;mq;mq;mq;mq;mq;4.700000;5.800000;-10;2;0.000000;0.000000;-30;0.000000;0.000000;0.400000;1.400000;15.100000;mq;mq;mq;mq;7;7;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-01 03:00:00
144606;123;7149;20160601060000;101590;90;1;360;3.400000;287.050000;286.750000;98;3000;10;2;2;100;8;150;37;mq;mq;100520;mq;mq;820;286.750000;mq;287.550000;mq;mq;mq;mq;6.200000;6.700000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;1.000000;6.400000;mq;mq;mq;mq;7;7;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-01 06:00:00
144663;180;7149;20160601090000;101720;130;1;360;3.500000;287.850000;286.850000;94;5000;10;2;2;100;8;150;37;mq;mq;100650;mq;mq;860;mq;mq;mq;mq;mq;mq;mq;6.200000;7.100000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.400000;2.000000;mq;mq;mq;mq;7;7;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-01 09:00:00
144720;237;7149;20160601120000;101730;10;3;360;3.900000;289.550000;287.550000;88;8000;2;2;2;100;8;450;37;mq;mq;100660;mq;mq;760;mq;mq;mq;mq;mq;mq;mq;6.200000;6.800000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;1.800000;mq;mq;mq;mq;7;7;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-01 12:00:00
144776;293;7149;20160601150000;101700;-20;7;350;3.500000;289.850000;287.450000;86;7000;2;2;2;100;8;450;35;mq;mq;100640;mq;mq;640;mq;mq;mq;mq;mq;mq;mq;5.300000;7.800000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;1.400000;mq;mq;mq;mq;7;6;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-01 15:00:00
144832;349;7149;20160601180000;101630;-80;6;330;4.900000;288.550000;287.250000;92;4800;10;2;2;100;8;250;36;mq;mq;100560;mq;mq;450;287.050000;mq;290.250000;mq;mq;mq;mq;6.700000;7.200000;-10;1;0.000000;0.000000;-60;-0.100000;-0.100000;-0.100000;-0.100000;1.000000;mq;mq;mq;mq;7;7;200;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-01 18:00:00
144890;407;7149;20160601210000;101670;30;2;330;3.600000;286.450000;285.850000;96;3800;61;6;5;100;8;250;37;61;60;100590;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;9.300000;-10;mq;mq;mq;mq;2.000000;2.000000;mq;mq;mq;mq;mq;mq;mq;5;7;180;5;7;390;7;6;750;mq;mq;mq;;2016-06-01 21:00:00
144945;462;7149;20160602000000;101490;-180;8;300;4.400000;286.350000;286.050000;98;5070;62;6;2;100;8;150;32;mq;mq;100410;mq;mq;40;mq;mq;mq;mq;mq;mq;mq;6.800000;7.600000;-10;2;0.000000;0.000000;-60;1.600000;5.700000;8.100000;8.100000;8.100000;mq;mq;mq;mq;7;7;160;2;8;600;mq;mq;mq;mq;mq;mq;;2016-06-02 00:00:00
145003;520;7149;20160602030000;101380;-100;7;360;4.100000;286.350000;286.050000;98;2700;80;8;6;100;8;150;37;61;60;100310;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8.700000;-10;mq;mq;mq;mq;2.000000;4.000000;mq;mq;mq;mq;mq;mq;mq;7;7;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-02 03:00:00
145058;575;7149;20160602060000;101300;-80;8;340;5.100000;286.550000;285.450000;93;12000;1;8;6;100;8;250;37;61;60;100230;mq;mq;mq;286.350000;mq;288.550000;mq;286.150000;mq;mq;mq;9.300000;-10;2;0.000000;mq;mq;mq;0.900000;mq;13.000000;12.800000;mq;mq;mq;mq;7;7;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-02 06:00:00
145113;630;7149;20160602090000;101350;40;3;350;5.700000;286.150000;285.250000;94;12000;3;2;2;100;8;150;37;mq;mq;100270;mq;mq;-380;mq;mq;mq;mq;mq;mq;mq;8.700000;10.600000;-10;2;0.000000;0.000000;-30;0.000000;-0.100000;0.900000;10.400000;12.800000;mq;mq;mq;mq;7;7;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-02 09:00:00
145169;686;7149;20160602120000;101410;60;3;350;6.500000;286.250000;284.650000;90;12000;1;2;2;100;8;250;37;mq;mq;100330;mq;mq;-330;mq;mq;mq;mq;mq;mq;mq;10.200000;11.200000;-10;2;0.000000;0.000000;-60;0.000000;0.000000;-0.100000;4.700000;12.800000;mq;mq;mq;mq;2;7;210;7;7;270;mq;mq;mq;mq;mq;mq;;2016-06-02 12:00:00
145227;744;7149;20160602150000;101430;20;3;340;5.000000;286.050000;284.750000;92;12000;21;6;5;100;8;250;37;mq;mq;100350;mq;mq;-290;mq;mq;mq;mq;mq;mq;mq;8.200000;11.200000;-10;2;0.000000;0.000000;-30;-0.100000;1.200000;1.200000;2.100000;14.000000;mq;mq;mq;mq;2;7;210;7;7;250;mq;mq;mq;mq;mq;mq;;2016-06-02 15:00:00
145284;801;7149;20160602180000;101450;20;3;350;5.700000;285.550000;284.450000;93;6390;1;2;2;100;8;250;37;mq;mq;100370;mq;mq;-190;285.550000;mq;286.650000;mq;mq;mq;mq;8.800000;10.100000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;1.200000;1.200000;14.000000;mq;mq;mq;mq;8;7;230;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-02 18:00:00
145341;858;7149;20160602210000;101560;110;2;360;4.100000;284.750000;284.150000;96;5000;50;5;2;100;8;250;37;61;60;100480;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8.200000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;8;7;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-02 21:00:00
145397;914;7149;20160603000000;101510;-50;6;350;4.000000;284.650000;283.750000;94;10000;2;2;2;100;8;250;37;mq;mq;100430;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;6.200000;8.300000;-10;1;0.000000;0.000000;-60;0.000000;-0.100000;-0.100000;1.200000;5.900000;mq;mq;mq;mq;8;7;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-03 00:00:00
145454;971;7149;20160603030000;101460;-60;6;350;3.000000;284.050000;283.150000;94;5690;2;2;2;100;8;150;36;mq;mq;100370;mq;mq;60;mq;mq;mq;mq;mq;mq;mq;5.000000;6.200000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;-0.100000;-0.100000;2.100000;mq;mq;mq;mq;8;7;190;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-03 03:00:00
145512;1029;7149;20160603060000;101450;-10;6;10;3.300000;284.050000;283.250000;95;8000;20;5;2;100;8;250;36;mq;mq;100360;mq;mq;130;283.950000;mq;285.550000;mq;mq;mq;mq;5.200000;7.100000;-10;1;0.000000;0.000000;-60;-0.100000;0.200000;0.200000;0.200000;1.400000;mq;mq;mq;mq;8;7;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-03 06:00:00
145570;1087;7149;20160603090000;101480;40;2;360;3.200000;285.350000;283.550000;89;15000;1;2;2;100;7;450;35;mq;mq;100400;mq;mq;130;mq;mq;mq;mq;mq;mq;mq;6.400000;6.400000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.200000;0.200000;1.400000;mq;mq;mq;mq;7;6;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-03 09:00:00
145627;1144;7149;20160603120000;101480;0;0;330;3.200000;285.450000;283.650000;89;12000;1;6;2;100;7;450;35;mq;mq;100400;mq;mq;70;mq;mq;mq;mq;mq;mq;mq;5.100000;6.700000;-10;1;0.000000;0.000000;-60;-0.100000;-0.100000;-0.100000;0.200000;1.400000;mq;mq;mq;mq;7;6;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-03 12:00:00
145683;1200;7149;20160603150000;101450;-30;6;340;3.400000;286.550000;284.250000;86;24010;1;2;2;100;7;450;35;mq;mq;100370;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;5.000000;5.100000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;-0.100000;0.200000;0.200000;mq;mq;mq;mq;7;6;390;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-03 15:00:00
145738;1255;7149;20160603180000;101440;-10;5;340;2.700000;286.450000;284.350000;87;15000;2;2;2;100;8;450;35;mq;mq;100360;mq;mq;-10;284.050000;mq;286.850000;mq;mq;mq;mq;4.200000;4.300000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;-0.100000;0.200000;mq;mq;mq;mq;8;6;360;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-03 18:00:00
145796;1313;7149;20160603210000;101520;80;3;350;2.400000;286.050000;284.950000;93;7700;3;2;2;100;8;250;36;mq;mq;100440;mq;mq;-40;mq;mq;mq;mq;mq;mq;mq;3.700000;5.100000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;-0.100000;0.200000;mq;mq;mq;mq;8;7;250;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-03 21:00:00
145854;1371;7149;20160604000000;101490;-30;5;340;2.700000;285.950000;284.850000;93;5070;3;2;2;100;8;150;36;mq;mq;100410;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;3.600000;4.700000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;7;190;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-04 00:00:00
145912;1429;7149;20160604030000;101480;-10;8;350;2.600000;285.750000;284.850000;94;8000;2;1;1;100;8;150;36;61;60;100400;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.100000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;2;7;150;8;7;180;mq;mq;mq;mq;mq;mq;;2016-06-04 03:00:00
145968;1485;7149;20160604060000;101500;20;3;340;3.700000;285.850000;284.950000;94;4500;50;5;2;100;8;150;37;mq;mq;100420;mq;mq;60;285.750000;mq;286.450000;mq;mq;mq;mq;5.000000;5.100000;-10;1;0.000000;0.000000;-60;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;7;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-04 06:00:00
146023;1540;7149;20160604090000;101570;70;1;340;3.200000;286.650000;285.750000;94;8230;21;6;2;100;7;250;35;mq;mq;100490;mq;mq;90;mq;mq;mq;mq;mq;mq;mq;5.000000;5.000000;-10;2;0.000000;0.000000;-30;0.400000;0.800000;0.800000;0.800000;0.800000;mq;mq;mq;mq;7;7;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-04 09:00:00
146080;1597;7149;20160604120000;101570;20;1;330;4.300000;290.550000;286.850000;79;12190;0;2;2;100;7;450;mq;mq;mq;100510;mq;mq;110;mq;mq;mq;mq;mq;mq;mq;6.100000;6.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.800000;0.800000;0.800000;mq;mq;mq;mq;7;mq;480;8;mq;1680;mq;mq;mq;mq;mq;mq;;2016-06-04 12:00:00
146135;1652;7149;20160604150000;101540;-30;8;320;4.400000;290.650000;286.750000;78;18000;1;2;2;90;7;450;35;mq;mq;100480;mq;mq;110;mq;mq;mq;mq;mq;mq;mq;6.000000;6.000000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.800000;0.800000;mq;mq;mq;mq;7;6;510;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-04 15:00:00
146190;1707;7149;20160604180000;101540;0;0;340;2.700000;289.950000;286.850000;82;15000;3;2;2;100;8;450;35;mq;mq;100480;mq;mq;120;285.850000;mq;291.250000;mq;mq;mq;mq;4.100000;6.200000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.800000;0.800000;mq;mq;mq;mq;8;6;480;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-04 18:00:00
146248;1765;7149;20160604210000;101730;180;3;330;3.000000;288.650000;286.450000;87;12000;3;2;2;100;8;450;35;mq;mq;100660;mq;mq;220;mq;mq;mq;mq;mq;mq;mq;5.400000;6.300000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;8;6;360;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-04 21:00:00
146305;1822;7149;20160605000000;101760;20;0;340;2.600000;287.050000;286.750000;98;1400;50;5;2;100;8;150;37;61;60;100680;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.600000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;8;7;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-05 00:00:00
146362;1879;7149;20160605030000;101710;-50;6;310;1.500000;286.850000;286.350000;97;8000;25;8;6;100;8;150;37;mq;mq;100630;mq;mq;230;mq;mq;mq;mq;mq;mq;mq;2.400000;3.700000;-10;1;0.000000;0.000000;-30;-0.100000;0.200000;0.200000;0.200000;1.000000;mq;mq;mq;mq;3;7;140;6;7;180;3;8;450;mq;mq;mq;;2016-06-05 03:00:00
146419;1936;7149;20160605060000;101780;70;3;330;2.300000;287.150000;286.650000;97;4500;10;2;2;100;8;150;37;mq;mq;100700;mq;mq;280;286.750000;mq;289.950000;mq;mq;mq;mq;3.400000;4.300000;-10;1;0.000000;0.000000;-60;0.000000;-0.100000;0.200000;0.200000;1.000000;mq;mq;mq;mq;5;7;120;8;7;180;mq;mq;mq;mq;mq;mq;;2016-06-05 06:00:00
146476;1993;7149;20160605090000;101850;80;2;300;0.800000;288.150000;287.550000;96;3500;10;2;2;100;8;150;36;mq;mq;100780;mq;mq;290;mq;mq;mq;mq;mq;mq;mq;1.600000;4.300000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;-0.100000;0.200000;0.200000;mq;mq;mq;mq;5;7;110;8;7;150;mq;mq;mq;mq;mq;mq;;2016-06-05 09:00:00
146533;2050;7149;20160605120000;101910;60;1;10;1.300000;290.050000;287.650000;86;6000;1;2;2;100;7;450;35;mq;mq;100840;mq;mq;330;mq;mq;mq;mq;mq;mq;mq;4.900000;4.900000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;5;7;300;7;6;380;mq;mq;mq;mq;mq;mq;;2016-06-05 12:00:00
146591;2108;7149;20160605150000;101880;-20;6;50;2.000000;290.650000;288.250000;86;6000;2;2;2;100;7;450;35;mq;mq;100820;mq;mq;340;mq;mq;mq;mq;mq;mq;mq;2.800000;2.800000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;-0.100000;0.200000;mq;mq;mq;mq;7;6;370;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-05 15:00:00
146648;2165;7149;20160605180000;101870;-10;7;340;0.700000;292.950000;288.150000;74;9000;1;2;2;75;4;800;38;20;11;100810;mq;mq;330;287.150000;mq;293.050000;mq;mq;mq;mq;1.800000;2.300000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;1;8;600;3;6;800;4;0;7000;mq;mq;mq;;2016-06-05 18:00:00
146706;2223;7149;20160605210000;101980;100;3;360;2.100000;289.450000;287.850000;90;8000;2;1;1;50;1;800;38;20;11;100910;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.100000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;1;8;630;4;0;6900;mq;mq;mq;mq;mq;mq;;2016-06-05 21:00:00
146762;2279;7149;20160606000000;101980;0;0;280;1.900000;288.250000;287.750000;97;5070;3;2;2;90;7;450;35;mq;mq;100910;mq;mq;230;mq;mq;mq;mq;mq;mq;mq;2.500000;2.500000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;7;6;520;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-06 00:00:00
146820;2337;7149;20160606030000;101920;-70;6;0;0.000000;285.750000;285.150000;96;1040;40;0;0;25;2;450;35;20;10;100840;mq;mq;210;mq;mq;mq;mq;mq;mq;mq;0.500000;1.700000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;2;6;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-06 03:00:00
146876;2393;7149;20160606060000;101970;60;3;20;2.100000;289.450000;289.450000;100;200;43;4;1;101;mq;mq;62;61;60;100900;mq;mq;mq;285.750000;mq;292.950000;mq;281.150000;mq;mq;mq;4.100000;-10;1;0.000000;mq;mq;mq;0.000000;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-06 06:00:00
146932;2449;7149;20160606090000;102020;50;1;10;1.600000;290.350000;289.750000;96;2320;10;2;2;100;8;150;mq;mq;mq;100950;mq;mq;170;mq;mq;mq;mq;mq;mq;mq;2.700000;3.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-06 09:00:00
146987;2504;7149;20160606120000;102010;10;0;340;1.500000;293.750000;290.150000;80;5000;10;2;2;100;8;450;35;mq;mq;100960;mq;mq;120;mq;mq;mq;mq;mq;mq;mq;3.200000;3.400000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;6;430;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-06 12:00:00
147044;2561;7149;20160606150000;101910;-90;8;70;2.100000;295.950000;290.450000;71;10000;2;1;1;75;3;800;31;20;11;100870;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.100000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;3;8;660;5;0;7800;mq;mq;mq;mq;mq;mq;;2016-06-06 15:00:00
147099;2616;7149;20160606180000;101880;-40;6;70;1.300000;295.550000;290.050000;71;14000;1;2;2;90;1;800;32;20;11;100830;mq;mq;20;289.450000;mq;296.850000;mq;mq;mq;mq;1.900000;2.400000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;800;6;0;8000;mq;mq;mq;mq;mq;mq;;2016-06-06 18:00:00
147157;2674;7149;20160606210000;101950;50;1;0;0.000000;290.050000;288.350000;90;12000;1;2;2;90;0;8000;30;20;11;100880;mq;mq;-30;mq;mq;mq;mq;mq;mq;mq;0.000000;0.600000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-06 21:00:00
147214;2731;7149;20160607000000;102000;50;0;270;1.500000;288.150000;287.550000;96;6480;2;1;1;25;1;2900;30;23;11;100930;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;2.300000;2.500000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;3;2900;1;0;8000;mq;mq;mq;mq;mq;mq;;2016-06-07 00:00:00
147270;2787;7149;20160607030000;102020;10;0;260;1.700000;287.150000;286.850000;98;320;40;0;0;10;0;8000;30;20;12;100940;mq;mq;100;mq;mq;mq;mq;mq;mq;mq;2.000000;2.400000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-07 03:00:00
147328;2845;7149;20160607060000;102100;100;2;280;2.100000;290.850000;290.850000;100;8000;2;0;0;25;0;8000;30;20;11;101040;mq;mq;140;286.950000;mq;295.550000;mq;mq;mq;mq;3.300000;3.300000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-07 06:00:00
147380;2897;7149;20160607090000;102140;60;1;330;1.700000;297.250000;290.750000;67;15000;3;0;0;40;1;800;31;20;11;101100;mq;mq;150;mq;mq;mq;mq;mq;mq;mq;3.500000;4.800000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;800;3;0;8000;mq;mq;mq;mq;mq;mq;;2016-06-07 09:00:00
147438;2955;7149;20160607120000;102090;-40;8;310;3.700000;299.250000;289.750000;56;16290;2;2;2;60;3;1250;32;20;11;101060;mq;mq;100;mq;mq;mq;mq;mq;mq;mq;6.600000;7.300000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;8;1200;3;0;8000;mq;mq;mq;mq;mq;mq;;2016-06-07 12:00:00
