;Unnamed: 0;numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;Unnamed: 59;formattedDate
32823;6445;7149;20150916060000;99130;-60;5;180;3.800000;290.050000;288.950000;93;4500;61;6;2;100;8;450;38;mq;mq;98090;mq;mq;-1250;286.550000;mq;290.250000;mq;mq;mq;mq;5.800000;7.600000;-10;1;0.000000;0.000000;mq;0.400000;0.400000;2.900000;7.500000;7.900000;mq;mq;mq;mq;3;7;340;3;8;600;5;6;750;mq;mq;mq;;2015-09-16 06:00:00
32875;6497;7149;20150916090000;99150;20;3;200;6.500000;290.350000;289.350000;94;5000;63;6;2;100;8;250;39;mq;mq;98110;mq;mq;-1360;mq;mq;mq;mq;mq;mq;mq;10.600000;11.200000;-10;2;0.000000;0.000000;mq;3.600000;3.600000;4.000000;10.300000;11.100000;mq;mq;mq;mq;3;7;260;5;6;450;7;6;700;2;9;550;;2015-09-16 09:00:00
32928;6550;7149;20150916120000;99060;-90;5;250;4.900000;289.750000;288.150000;90;25250;61;6;6;100;6;450;39;27;mq;98020;mq;mq;-1480;mq;mq;mq;mq;mq;mq;mq;8.600000;12.900000;-10;2;0.000000;0.000000;mq;1.600000;5.100000;8.700000;11.600000;16.200000;mq;mq;mq;mq;3;6;450;4;6;1100;7;3;2800;3;9;600;;2015-09-16 12:00:00
32981;6603;7149;20150916150000;99180;120;0;200;6.600000;288.850000;285.950000;83;15000;60;6;2;100;5;800;38;27;mq;98140;mq;mq;-1160;mq;mq;mq;mq;mq;mq;mq;10.500000;14.600000;-10;2;0.000000;0.000000;mq;-0.100000;2.400000;7.500000;11.500000;18.600000;mq;mq;mq;mq;2;6;900;1;8;1600;3;6;2200;7;3;2700;;2015-09-16 15:00:00
33028;6650;7149;20150916180000;99130;-50;5;200;6.300000;288.650000;285.050000;79;40000;1;1;1;25;1;450;35;23;10;98090;mq;mq;-1020;288.350000;mq;291.150000;mq;mq;mq;mq;10.500000;12.400000;-10;1;0.000000;0.000000;mq;0.000000;0.400000;2.800000;11.500000;19.000000;mq;mq;mq;mq;1;6;480;1;6;1000;2;3;4500;mq;mq;mq;;2015-09-16 18:00:00
33080;6702;7149;20150916210000;99280;150;1;200;7.200000;289.050000;285.650000;80;60000;3;2;2;90;7;800;35;mq;mq;98240;mq;mq;-650;mq;mq;mq;mq;mq;mq;mq;11.900000;13.100000;-10;1;0.000000;0.000000;mq;0.000000;0.000000;0.400000;7.900000;18.200000;mq;mq;mq;mq;6;6;600;5;6;1000;mq;mq;mq;mq;mq;mq;;2015-09-16 21:00:00
33130;6752;7149;20150917000000;99500;210;1;200;6.700000;288.650000;286.150000;85;36100;21;6;2;90;7;800;35;mq;mq;98450;mq;mq;40;mq;mq;mq;mq;mq;mq;mq;12.000000;13.100000;-10;1;0.000000;0.000000;mq;-0.100000;-0.100000;-0.100000;2.800000;14.400000;mq;mq;mq;mq;5;6;600;6;6;1000;mq;mq;mq;mq;mq;mq;;2015-09-17 00:00:00
33183;6805;7149;20150917030000;99580;80;3;210;5.900000;288.750000;285.850000;83;18820;1;2;2;90;7;450;35;mq;mq;98530;mq;mq;380;mq;mq;mq;mq;mq;mq;mq;10.100000;10.500000;-10;1;0.000000;0.000000;mq;0.000000;0.000000;-0.100000;0.400000;11.900000;mq;mq;mq;mq;5;6;570;7;6;900;mq;mq;mq;mq;mq;mq;;2015-09-17 03:00:00
33235;6857;7149;20150917060000;99760;180;3;260;3.700000;287.350000;285.350000;88;57600;0;2;2;90;3;450;mq;mq;mq;98710;mq;mq;620;287.350000;mq;289.250000;mq;mq;mq;mq;5.300000;8.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;11.500000;mq;mq;mq;mq;1;mq;450;3;mq;810;7;mq;2640;mq;mq;mq;;2015-09-17 06:00:00
33287;6909;7149;20150917090000;100100;340;3;260;4.500000;289.050000;285.050000;77;48090;0;2;2;90;7;800;mq;mq;mq;99050;mq;mq;940;mq;mq;mq;mq;mq;mq;mq;6.400000;7.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;7.900000;mq;mq;mq;mq;3;mq;690;7;mq;1290;7;mq;2580;mq;mq;mq;;2015-09-17 09:00:00
33337;6959;7149;20150917120000;100420;320;1;250;4.300000;291.350000;284.850000;66;40130;2;2;2;75;6;800;38;20;10;99370;mq;mq;1350;mq;mq;mq;mq;mq;mq;mq;7.300000;7.700000;-10;1;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;2.800000;mq;mq;mq;mq;4;8;870;3;6;1110;6;6;2280;mq;mq;mq;;2015-09-17 12:00:00
33385;7007;7149;20150917150000;100730;310;1;240;4.500000;290.250000;284.950000;71;25000;15;2;2;90;7;800;39;23;mq;99680;mq;mq;1540;mq;mq;mq;mq;mq;mq;mq;7.100000;7.100000;-10;1;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;2;8;900;2;6;1600;7;6;2400;1;9;1000;;2015-09-17 15:00:00
33438;7060;7149;20150917180000;100960;220;1;240;1.800000;288.850000;285.550000;81;29900;1;2;2;90;7;800;38;mq;mq;99900;mq;mq;1810;287.150000;mq;292.450000;mq;mq;mq;mq;2.500000;3.900000;-10;2;0.000000;0.000000;mq;0.000000;0.400000;0.400000;0.400000;0.400000;mq;mq;mq;mq;1;6;700;7;6;2200;mq;mq;mq;mq;mq;mq;;2015-09-17 18:00:00
33492;7114;7149;20150917210000;101190;220;1;200;2.600000;286.950000;285.150000;89;30000;1;1;1;25;2;2250;35;20;10;100120;mq;mq;1880;mq;mq;mq;mq;mq;mq;mq;3.500000;3.500000;-10;1;0.000000;0.000000;mq;0.000000;0.000000;0.400000;0.400000;0.400000;mq;mq;mq;mq;2;6;2100;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-17 21:00:00
33545;7167;7149;20150918000000;101320;120;1;200;2.900000;284.950000;283.350000;90;30000;1;0;0;0;0;mq;30;20;10;100240;mq;mq;1790;mq;mq;mq;mq;mq;mq;mq;4.100000;6.900000;-10;1;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-18 00:00:00
33597;7219;7149;20150918030000;101380;50;2;210;2.000000;283.950000;282.550000;91;48310;1;1;1;40;3;2250;35;20;10;100290;mq;mq;1760;mq;mq;mq;mq;mq;mq;mq;3.600000;4.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.400000;0.400000;mq;mq;mq;mq;3;6;2160;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-18 03:00:00
33651;7273;7149;20150918060000;101450;70;3;190;3.500000;283.750000;283.150000;96;30000;3;0;0;50;4;250;35;20;10;100360;mq;mq;1650;283.350000;mq;288.850000;mq;mq;mq;mq;4.800000;5.000000;-10;0;0.000000;0.000000;mq;0.000000;0.200000;0.200000;0.200000;0.600000;mq;mq;mq;mq;3;7;200;3;6;2400;mq;mq;mq;mq;mq;mq;;2015-09-18 06:00:00
33704;7326;7149;20150918090000;101590;150;3;210;4.200000;286.550000;284.750000;89;17000;1;2;2;90;7;450;36;mq;mq;100510;mq;mq;1460;mq;mq;mq;mq;mq;mq;mq;6.900000;7.400000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.200000;0.200000;0.600000;mq;mq;mq;mq;7;7;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-18 09:00:00
33758;7380;7149;20150918120000;101540;-30;8;220;5.100000;290.550000;285.250000;71;35000;2;1;1;90;7;800;38;61;60;100480;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;10.800000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;8;720;3;8;900;5;6;2100;mq;mq;mq;;2015-09-18 12:00:00
33810;7432;7149;20150918150000;101520;-30;5;220;6.100000;288.750000;286.550000;87;20000;29;9;8;90;7;450;35;23;mq;100450;mq;mq;770;mq;mq;mq;mq;mq;mq;mq;9.800000;11.200000;-10;2;0.000000;0.000000;mq;1.900000;3.900000;3.900000;4.100000;4.500000;mq;mq;mq;mq;3;8;400;4;6;2000;3;3;3500;3;9;600;;2015-09-18 15:00:00
33857;7479;7149;20150918180000;101630;110;3;260;3.000000;287.750000;286.450000;92;7000;80;8;6;90;7;450;39;mq;mq;100560;mq;mq;660;283.750000;mq;290.850000;mq;mq;mq;mq;4.300000;5.700000;-10;2;0.000000;0.000000;mq;0.200000;0.400000;4.300000;4.300000;4.500000;mq;mq;mq;mq;2;8;370;7;6;2070;5;9;1350;mq;mq;mq;;2015-09-18 18:00:00
33908;7530;7149;20150918210000;101840;200;3;270;1.200000;286.450000;285.650000;95;710;82;8;6;90;7;450;39;mq;mq;100760;mq;mq;640;mq;mq;mq;mq;mq;mq;mq;2.100000;2.800000;-10;2;0.000000;0.000000;mq;4.500000;6.500000;6.900000;10.800000;11.000000;mq;mq;mq;mq;3;7;370;5;6;710;7;6;1700;1;9;940;;2015-09-18 21:00:00
33961;7583;7149;20150919000000;101960;120;3;260;2.600000;285.650000;285.150000;97;28170;3;2;2;90;7;800;35;mq;mq;100880;mq;mq;640;mq;mq;mq;mq;mq;mq;mq;3.300000;4.800000;-10;2;0.000000;0.000000;mq;0.000000;1.400000;7.900000;12.200000;12.400000;mq;mq;mq;mq;2;6;720;4;6;980;6;6;2000;mq;mq;mq;;2015-09-19 00:00:00
34015;7637;7149;20150919030000;102060;90;2;220;1.700000;284.150000;283.650000;97;20000;1;1;1;25;2;450;35;20;10;100970;mq;mq;680;mq;mq;mq;mq;mq;mq;mq;2.800000;2.800000;-10;2;0.000000;0.000000;mq;0.000000;0.000000;1.400000;8.300000;12.400000;mq;mq;mq;mq;1;6;450;1;6;2200;mq;mq;mq;mq;mq;mq;;2015-09-19 03:00:00
34067;7689;7149;20150919060000;102190;130;3;290;2.700000;285.450000;284.850000;96;16000;1;2;2;90;7;250;35;mq;mq;101100;mq;mq;740;283.550000;mq;287.750000;mq;mq;mq;mq;4.000000;4.000000;-10;2;0.000000;0.000000;mq;0.000000;0.200000;0.200000;8.100000;12.400000;mq;mq;mq;mq;3;7;210;7;6;330;mq;mq;mq;mq;mq;mq;;2015-09-19 06:00:00
34119;7741;7149;20150919090000;102390;210;1;330;2.500000;286.750000;284.950000;89;15070;1;2;2;90;7;450;35;mq;mq;101310;mq;mq;800;mq;mq;mq;mq;mq;mq;mq;4.100000;6.000000;-10;2;0.000000;0.000000;mq;0.000000;0.000000;0.200000;1.600000;12.400000;mq;mq;mq;mq;7;6;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-19 09:00:00
34171;7793;7149;20150919120000;102450;70;1;330;2.900000;291.250000;284.050000;63;19880;1;2;2;60;5;800;38;20;10;101380;mq;mq;900;mq;mq;mq;mq;mq;mq;mq;4.500000;7.700000;-10;1;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.200000;12.400000;mq;mq;mq;mq;3;8;750;2;6;1400;mq;mq;mq;mq;mq;mq;;2015-09-19 12:00:00
34224;7846;7149;20150919150000;102430;-10;0;340;3.700000;292.550000;284.050000;58;43720;0;0;0;mq;2;1250;mq;mq;mq;101370;mq;mq;920;mq;mq;mq;mq;mq;mq;mq;6.100000;7.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;8.500000;mq;mq;mq;mq;2;mq;1170;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-19 15:00:00
34279;7901;7149;20150919180000;102540;100;2;320;2.700000;290.150000;283.950000;67;60000;3;0;0;40;3;1250;38;20;10;101470;mq;mq;910;284.950000;mq;292.750000;mq;mq;mq;mq;4.200000;5.400000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;8.100000;mq;mq;mq;mq;2;8;1080;1;6;2000;mq;mq;mq;mq;mq;mq;;2015-09-19 18:00:00
34333;7955;7149;20150919210000;102720;160;1;360;2.700000;287.050000;283.450000;79;50870;1;0;0;10;1;1250;35;20;10;101630;mq;mq;870;mq;mq;mq;mq;mq;mq;mq;5.000000;6.700000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;1.600000;mq;mq;mq;mq;1;6;1140;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-19 21:00:00
34386;8008;7149;20150920000000;102760;30;1;10;2.400000;284.550000;282.450000;87;39230;2;0;0;10;1;1250;35;20;10;101660;mq;mq;780;mq;mq;mq;mq;mq;mq;mq;3.600000;3.600000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;1;6;1140;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-20 00:00:00
34438;8060;7149;20150920030000;102710;-60;8;290;1.100000;281.750000;280.650000;93;18000;2;0;0;0;0;mq;30;20;10;101600;mq;mq;630;mq;mq;mq;mq;mq;mq;mq;1.500000;2.900000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-20 03:00:00
34490;8112;7149;20150920060000;102760;40;1;280;1.000000;280.250000;279.850000;97;25000;2;0;0;0;0;mq;30;20;10;101640;mq;mq;540;279.950000;mq;290.150000;mq;mq;mq;mq;1.600000;2.600000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-20 06:00:00
34542;8164;7149;20150920090000;102750;30;1;50;3.300000;288.150000;283.150000;72;25000;3;0;0;10;1;800;31;20;11;101670;mq;mq;360;mq;mq;mq;mq;mq;mq;mq;4.600000;6.400000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;630;1;0;8000;mq;mq;mq;mq;mq;mq;;2015-09-20 09:00:00
34593;8215;7149;20150920120000;102640;-100;8;60;2.900000;290.650000;280.950000;53;35000;3;2;2;60;5;1250;34;20;10;101570;mq;mq;190;mq;mq;mq;mq;mq;mq;mq;4.800000;5.300000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;6;1300;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-20 12:00:00
34647;8269;7149;20150920150000;102510;-130;7;50;1.500000;291.850000;280.650000;48;35000;2;2;2;60;5;1250;34;20;10;101440;mq;mq;70;mq;mq;mq;mq;mq;mq;mq;3.200000;4.400000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;6;1450;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-20 15:00:00
34701;8323;7149;20150920180000;102400;-120;6;170;0.700000;287.950000;281.650000;66;35000;2;0;0;40;3;1750;35;20;10;101320;mq;mq;-150;280.250000;mq;292.250000;mq;mq;mq;mq;0.900000;1.700000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;6;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-20 18:00:00
34753;8375;7149;20150920210000;102380;-40;8;0;0.000000;283.550000;281.150000;85;25000;1;0;0;0;0;mq;30;20;10;101280;mq;mq;-350;mq;mq;mq;mq;mq;mq;mq;0.700000;1.200000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-20 21:00:00
34805;8427;7149;20150921000000;102230;-150;6;250;0.700000;281.850000;281.250000;96;12860;2;0;0;0;0;mq;30;20;10;101130;mq;mq;-530;mq;mq;mq;mq;mq;mq;mq;0.900000;1.300000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-21 00:00:00
34858;8480;7149;20150921030000;102070;-170;8;220;0.800000;280.450000;279.850000;96;15000;11;0;0;0;0;mq;30;20;10;100960;mq;mq;-640;mq;mq;mq;mq;mq;mq;mq;1.100000;1.900000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-21 03:00:00
34909;8531;7149;20150921060000;101990;-80;8;180;0.700000;279.750000;279.450000;98;1200;28;4;0;10;1;1750;35;20;11;100880;mq;mq;-760;279.550000;mq;287.850000;mq;mq;mq;mq;1.000000;1.300000;-10;1;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;1500;1;0;8000;mq;mq;mq;mq;mq;mq;;2015-09-21 06:00:00
34963;8585;7149;20150921090000;101850;-110;8;190;2.800000;287.650000;283.450000;76;20000;3;1;1;75;0;8000;30;20;12;100770;mq;mq;-900;mq;mq;mq;mq;mq;mq;mq;4.300000;4.300000;-10;1;0.000000;0.000000;mq;0.000000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;6;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-21 09:00:00
35017;8639;7149;20150921120000;101610;-220;7;230;3.600000;290.950000;282.050000;56;30000;1;2;2;90;3;1250;31;20;12;100550;mq;mq;-1020;mq;mq;mq;mq;mq;mq;mq;6.800000;6.800000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.200000;0.200000;0.200000;mq;mq;mq;mq;3;8;1200;6;0;8000;mq;mq;mq;mq;mq;mq;;2015-09-21 12:00:00
35070;8692;7149;20150921150000;101380;-230;6;230;3.600000;291.250000;282.050000;55;30000;3;2;2;90;3;1250;31;27;12;100320;mq;mq;-1120;mq;mq;mq;mq;mq;mq;mq;6.500000;6.600000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;3;8;1260;3;3;3600;6;0;8000;mq;mq;mq;;2015-09-21 15:00:00
35121;8743;7149;20150921180000;101150;-230;7;190;2.900000;290.050000;283.450000;65;30000;1;2;2;100;3;1250;35;27;mq;100090;mq;mq;-1230;279.750000;mq;292.450000;mq;mq;mq;mq;4.300000;5.700000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;3;6;1360;7;3;3700;mq;mq;mq;mq;mq;mq;;2015-09-21 18:00:00
35169;8791;7149;20150921210000;101090;-70;8;250;3.500000;287.650000;285.350000;86;25000;21;6;2;100;7;1250;35;mq;mq;100020;mq;mq;-1260;mq;mq;mq;mq;mq;mq;mq;4.800000;5.600000;-10;1;0.000000;0.000000;mq;0.200000;0.400000;0.400000;0.400000;0.600000;mq;mq;mq;mq;4;6;1100;7;6;1700;mq;mq;mq;mq;mq;mq;;2015-09-21 21:00:00
35223;8845;7149;20150922000000;100890;-200;8;230;3.700000;286.850000;285.250000;90;35520;21;6;2;100;7;800;35;mq;mq;99820;mq;mq;-1310;mq;mq;mq;mq;mq;mq;mq;5.900000;8.200000;-10;1;0.000000;0.000000;mq;0.200000;0.200000;0.600000;0.600000;0.800000;mq;mq;mq;mq;1;6;630;5;6;930;7;6;1170;mq;mq;mq;;2015-09-22 00:00:00
35275;8897;7149;20150922030000;100750;-140;6;250;2.400000;285.550000;284.650000;94;59260;21;6;2;90;3;1250;35;27;mq;99680;mq;mq;-1280;mq;mq;mq;mq;mq;mq;mq;3.600000;8.400000;-10;1;0.000000;0.000000;mq;0.200000;2.000000;2.200000;2.600000;2.800000;mq;mq;mq;mq;3;6;1400;7;3;3600;mq;mq;mq;mq;mq;mq;;2015-09-22 03:00:00
35326;8948;7149;20150922060000;100570;-180;6;230;4.200000;285.350000;284.050000;92;25000;3;2;2;90;4;250;35;27;mq;99500;mq;mq;-1380;285.250000;mq;290.050000;mq;mq;mq;mq;6.900000;7.900000;-10;1;0.000000;0.000000;mq;0.000000;0.000000;2.000000;2.600000;2.800000;mq;mq;mq;mq;1;7;270;4;6;2450;7;3;4500;mq;mq;mq;;2015-09-22 06:00:00
35378;9000;7149;20150922090000;100400;-170;6;220;5.600000;285.950000;284.550000;91;25000;60;6;2;100;7;450;38;mq;mq;99330;mq;mq;-1440;mq;mq;mq;mq;mq;mq;mq;10.600000;10.600000;-10;1;0.000000;0.000000;mq;0.200000;0.200000;0.200000;2.400000;2.800000;mq;mq;mq;mq;5;8;320;6;6;560;mq;mq;mq;mq;mq;mq;;2015-09-22 09:00:00
35430;9052;7149;20150922120000;100330;-60;6;260;6.500000;287.650000;282.650000;72;19490;1;1;1;60;5;800;38;20;10;99270;mq;mq;-1280;mq;mq;mq;mq;mq;mq;mq;11.100000;11.100000;-10;2;0.000000;0.000000;mq;0.000000;3.200000;3.400000;5.400000;6.000000;mq;mq;mq;mq;3;8;740;4;6;1760;mq;mq;mq;mq;mq;mq;;2015-09-22 12:00:00
35481;9103;7149;20150922150000;100300;-40;5;280;5.100000;285.750000;282.750000;82;2110;80;8;6;90;7;800;39;mq;mq;99230;mq;mq;-1090;mq;mq;mq;mq;mq;mq;mq;12.100000;16.800000;-10;2;0.000000;0.000000;mq;1.000000;1.000000;4.200000;4.400000;7.000000;mq;mq;mq;mq;5;8;1100;2;6;1800;2;9;800;mq;mq;mq;;2015-09-22 15:00:00
35528;9150;7149;20150922180000;100430;130;3;260;5.500000;285.350000;282.950000;85;20000;80;8;6;90;7;800;39;mq;mq;99360;mq;mq;-730;284.450000;mq;290.050000;mq;mq;mq;mq;9.300000;10.300000;-10;2;0.000000;0.000000;mq;-0.100000;2.600000;3.600000;7.000000;9.600000;mq;mq;mq;mq;1;8;600;4;6;2000;3;9;1000;mq;mq;mq;;2015-09-22 18:00:00
35578;9200;7149;20150922210000;100680;240;1;270;5.500000;284.050000;282.450000;90;30000;3;2;2;60;5;450;38;20;10;99600;mq;mq;-420;mq;mq;mq;mq;mq;mq;mq;7.500000;8.500000;-10;2;0.000000;0.000000;mq;0.000000;0.200000;2.800000;7.000000;9.400000;mq;mq;mq;mq;1;8;390;3;6;1400;3;6;1700;mq;mq;mq;;2015-09-22 21:00:00
35628;9250;7149;20150923000000;100890;210;1;270;4.300000;282.850000;281.950000;94;30000;25;8;6;60;5;450;38;20;10;99810;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;5.900000;6.200000;-10;2;0.000000;0.000000;mq;0.400000;1.200000;1.400000;5.000000;10.400000;mq;mq;mq;mq;1;8;390;5;6;1600;mq;mq;mq;mq;mq;mq;;2015-09-23 00:00:00
35676;9298;7149;20150923030000;101040;140;3;250;2.800000;282.450000;282.150000;98;26560;3;0;0;40;3;800;35;20;10;99950;mq;mq;270;mq;mq;mq;mq;mq;mq;mq;3.800000;5.000000;-10;2;0.000000;0.000000;mq;0.000000;0.000000;1.200000;4.000000;8.400000;mq;mq;mq;mq;1;8;910;3;6;2300;mq;mq;mq;mq;mq;mq;;2015-09-23 03:00:00
35727;9349;7149;20150923060000;101240;200;3;270;3.200000;282.150000;281.850000;98;20000;2;0;0;10;1;250;35;20;10;100150;mq;mq;650;281.950000;mq;285.350000;mq;mq;mq;mq;5.600000;5.900000;-10;1;0.000000;0.000000;mq;0.000000;0.200000;0.200000;1.600000;8.600000;mq;mq;mq;mq;1;7;200;1;6;2000;mq;mq;mq;mq;mq;mq;;2015-09-23 06:00:00
35779;9401;7149;20150923090000;101430;210;3;310;4.500000;287.550000;283.750000;78;25000;3;0;0;40;3;450;31;20;10;100360;mq;mq;1030;mq;mq;mq;mq;mq;mq;mq;6.500000;6.900000;-10;1;0.000000;0.000000;mq;0.000000;0.000000;0.200000;1.400000;8.400000;mq;mq;mq;mq;3;8;500;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-23 09:00:00
35833;9455;7149;20150923120000;101530;100;1;310;4.600000;289.650000;282.350000;62;30000;2;1;1;50;4;1250;32;20;10;100460;mq;mq;1190;mq;mq;mq;mq;mq;mq;mq;6.700000;10.500000;-10;1;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.200000;5.200000;mq;mq;mq;mq;4;8;1050;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-23 12:00:00
35886;9508;7149;20150923150000;101570;50;3;290;4.700000;290.850000;281.650000;55;30000;3;1;1;60;5;1250;38;20;10;100510;mq;mq;1280;mq;mq;mq;mq;mq;mq;mq;6.400000;10.500000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.200000;4.200000;mq;mq;mq;mq;2;8;1200;3;6;1700;mq;mq;mq;mq;mq;mq;;2015-09-23 15:00:00
35940;9562;7149;20150923180000;101720;130;3;280;2.300000;286.050000;280.250000;68;30000;1;0;0;10;1;1750;35;23;10;100640;mq;mq;1280;282.150000;mq;291.850000;mq;mq;mq;mq;5.200000;5.200000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;1.600000;mq;mq;mq;mq;1;6;1700;1;3;5000;mq;mq;mq;mq;mq;mq;;2015-09-23 18:00:00
35993;9615;7149;20150923210000;101870;140;1;260;1.500000;284.050000;281.450000;84;42440;0;0;0;90;7;5640;mq;mq;mq;100780;mq;mq;1180;mq;mq;mq;mq;mq;mq;mq;1.900000;3.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.400000;mq;mq;mq;mq;1;mq;5640;7;mq;6780;mq;mq;mq;mq;mq;mq;;2015-09-23 21:00:00
36047;9669;7149;20150924000000;101890;20;0;250;1.700000;283.550000;281.950000;90;30000;2;2;2;75;6;4300;30;23;10;100800;mq;mq;990;mq;mq;mq;mq;mq;mq;mq;2.000000;2.900000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;6;3;4300;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-24 00:00:00
36101;9723;7149;20150924030000;101870;-20;8;200;1.600000;282.950000;281.750000;92;30000;1;1;1;25;2;4500;30;23;10;100780;mq;mq;830;mq;mq;mq;mq;mq;mq;mq;2.300000;3.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;2;3;4500;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-24 03:00:00
36152;9774;7149;20150924060000;101930;50;3;210;2.700000;282.050000;280.950000;93;36330;3;1;1;50;1;4000;30;23;11;100830;mq;mq;680;282.050000;mq;285.950000;mq;mq;mq;mq;4.000000;5.200000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;3;4000;4;0;9000;mq;mq;mq;mq;mq;mq;;2015-09-24 06:00:00
36204;9826;7149;20150924090000;101970;60;3;220;3.100000;286.650000;283.850000;83;30000;3;2;2;90;7;450;38;mq;mq;100890;mq;mq;530;mq;mq;mq;mq;mq;mq;mq;5.600000;8.300000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;550;7;6;1200;mq;mq;mq;mq;mq;mq;;2015-09-24 09:00:00
